Geneid,ENSEMBL,SYMBOL,GENENAME,Fetal 1: SRX683826,Fetal 2: SRX683824,Fetal 3: SRX683825,Adult 1: SRX683793,Adult 2: SRX683794,Adult 3: SRX683797
574413,ENSG00000199107,MIR409,microRNA 409,0,0,0,2,0,0
574431,NA,C1orf147,chromosome 1 open reading frame 147,13,18,7,5,0,0
574433,ENSG00000199012,MIR412,microRNA 412,0,0,0,0,0,0
574434,ENSG00000199092,MIR410,microRNA 410,2,0,2,0,0,0
574435,ENSG00000283556,MIR376B,microRNA 376b,0,0,0,0,0,0
574436,ENSG00000208027,MIR485,microRNA 485,0,0,0,0,0,0
574441,ENSG00000202609,MIR488,microRNA 488,0,0,0,0,0,0
574442,ENSG00000207656,MIR489,microRNA 489,0,0,0,0,0,0
574443,ENSG00000207597,MIR490,microRNA 490,4,0,8,0,0,0
574444,ENSG00000207609,MIR491,microRNA 491,0,0,0,2,0,0
574445,ENSG00000207938,MIR511,microRNA 511,0,0,0,0,0,0
574446,NA,NA,NA,0,0,0,0,0,0
574447,ENSG00000202569,MIR146B,microRNA 146b,0,0,0,0,0,0
574448,ENSG00000284219,MIR202,microRNA 202,0,0,1,0,0,0
574449,ENSG00000283998,MIR492,microRNA 492,0,0,0,0,0,0
574450,ENSG00000207989,MIR493,microRNA 493,0,0,0,0,0,0
574451,ENSG00000272458,MIR432,microRNA 432,0,0,0,0,0,0
574452,ENSG00000194717,MIR494,microRNA 494,0,0,0,0,0,0
574453,ENSG00000207743,MIR495,microRNA 495,0,0,0,0,0,0
574454,ENSG00000207961,MIR496,microRNA 496,0,0,0,0,0,0
574455,ENSG00000207639,MIR193B,microRNA 193b,0,0,0,0,0,0
574456,ENSG00000284027,MIR497,microRNA 497,0,0,0,0,0,0
574457,ENSG00000207585,MIR181D,microRNA 181d,38,22,45,15,1,1
574458,ENSG00000207645,MIR512-1,microRNA 512-1,0,0,0,0,0,0
574459,ENSG00000207644,MIR512-2,microRNA 512-2,0,0,0,0,0,0
57446,ENSG00000101079,NDRG3,NDRG family member 3,16370,14401,10418,35789,1867,1867
574460,ENSG00000207869,MIR498,microRNA 498,0,0,0,0,0,0
574461,ENSG00000207599,MIR520E,microRNA 520e,0,0,0,0,0,0
574462,ENSG00000207616,MIR515-1,microRNA 515-1,0,0,0,0,0,0
574463,ENSG00000207810,MIR519E,microRNA 519e,0,0,0,0,0,0
574464,ENSG00000283540,MIR520F,microRNA 520f,0,0,0,0,0,0
574465,ENSG00000207615,MIR515-2,microRNA 515-2,0,0,0,0,0,0
574466,ENSG00000207788,MIR519C,microRNA 519c,0,0,0,0,0,0
574467,ENSG00000207594,MIR520A,microRNA 520a,0,0,0,0,0,0
574468,ENSG00000207580,MIR526B,microRNA 526b,0,0,0,0,0,0
574469,ENSG00000207825,MIR519B,microRNA 519b,0,0,0,0,0,0
57447,ENSG00000165795,NDRG2,NDRG family member 2,16614,20467,12294,211733,104224,104627
574470,ENSG00000207711,MIR525,microRNA 525,0,0,0,0,0,0
574471,ENSG00000283455,MIR523,microRNA 523,0,0,0,0,0,0
574472,ENSG00000207706,MIR518F,microRNA 518f,0,0,0,0,0,0
574473,ENSG00000207722,MIR520B,microRNA 520b,0,0,0,0,0,0
574474,ENSG00000207862,MIR518B,microRNA 518b,0,0,0,0,0,0
574475,ENSG00000207629,MIR526A1,microRNA 526a-1,0,0,0,0,0,0
574476,ENSG00000207738,MIR520C,microRNA 520c,0,0,0,0,0,0
574477,ENSG00000283490,MIR518C,microRNA 518c,0,0,0,0,0,0
574478,ENSG00000283289,MIR524,microRNA 524,0,0,0,0,0,0
574479,ENSG00000207734,MIR517A,microRNA 517a,0,0,0,0,0,0
57448,ENSG00000115760,BIRC6,baculoviral IAP repeat containing 6,30144,23928,16585,9189,1199,1199
574480,ENSG00000207981,MIR519D,microRNA 519d,0,0,0,0,0,0
574481,ENSG00000207549,MIR521-2,microRNA 521-2,0,0,0,0,0,0
574482,ENSG00000207735,MIR520D,microRNA 520d,0,0,0,0,0,0
574483,ENSG00000207837,MIR517B,microRNA 517b,0,0,0,0,0,0
574484,ENSG00000207799,MIR520G,microRNA 520g,0,0,0,0,0,0
574485,ENSG00000207925,MIR516B2,microRNA 516b-2,0,0,0,0,0,0
574486,ENSG00000211532,MIR526A2,microRNA 526a-2,0,0,0,0,0,0
574487,ENSG00000207987,MIR518E,microRNA 518e,0,0,0,0,0,0
574488,ENSG00000207803,MIR518A1,microRNA 518a-1,0,0,0,0,0,0
574489,ENSG00000283330,MIR518D,microRNA 518d,0,0,0,0,0,0
57449,ENSG00000171680,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5,13215,15498,9027,13103,708,708
574490,ENSG00000207946,MIR516B1,microRNA 516b-1,0,0,0,0,0,0
574491,ENSG00000207699,MIR518A2,microRNA 518a-2,0,0,0,0,0,0
574492,ENSG00000207838,MIR517C,microRNA 517c,0,0,0,0,0,0
574493,ENSG00000207861,MIR520H,microRNA 520h,0,0,0,0,0,0
574494,ENSG00000207634,MIR521-1,microRNA 521-1,0,0,0,0,0,0
574495,ENSG00000283685,MIR522,microRNA 522,0,0,0,0,0,0
574496,ENSG00000207992,MIR519A1,microRNA 519a-1,0,0,0,0,0,0
574497,ENSG00000207979,MIR527,microRNA 527,0,0,0,0,0,0
574498,ENSG00000207767,MIR516A1,microRNA 516a-1,0,0,0,0,0,0
574499,ENSG00000207620,MIR516A2,microRNA 516a-2,0,0,0,0,0,0
5745,ENSG00000160801,PTH1R,parathyroid hormone 1 receptor,247,304,148,2364,1122,1122
574500,ENSG00000284362,MIR519A2,microRNA 519a-2,0,0,0,0,0,0
574501,ENSG00000207635,MIR499A,microRNA 499a,10,4,5,0,1,1
574502,ENSG00000207785,MIR500A,microRNA 500a,0,0,0,0,0,0
574503,ENSG00000211538,MIR501,microRNA 501,0,0,0,0,0,0
574504,ENSG00000272080,MIR502,microRNA 502,0,0,0,0,0,0
574505,ENSG00000207755,MIR450A2,microRNA 450a-2,0,0,0,0,0,0
574506,ENSG00000208005,MIR503,microRNA 503,0,0,0,0,0,0
574507,ENSG00000207800,MIR504,microRNA 504,0,0,0,0,0,0
574508,ENSG00000207633,MIR505,microRNA 505,2,0,0,0,0,0
574509,ENSG00000207873,MIR513A1,microRNA 513a-1,0,0,0,0,0,0
57451,ENSG00000145934,TENM2,teneurin transmembrane protein 2,3493,5197,9680,7627,457,457
574510,ENSG00000207984,MIR513A2,microRNA 513a-2,0,0,0,0,0,0
574511,ENSG00000207731,MIR506,microRNA 506,0,0,0,0,0,0
574512,ENSG00000207969,MIR507,microRNA 507,0,0,0,0,0,0
574513,ENSG00000207589,MIR508,microRNA 508,0,0,0,0,0,0
574514,ENSG00000208000,MIR509-1,microRNA 509-1,0,0,0,0,0,0
574515,ENSG00000207641,MIR510,microRNA 510,0,0,0,0,0,0
574516,ENSG00000207868,MIR514A1,microRNA 514a-1,0,0,0,0,0,0
574517,ENSG00000207866,MIR514A2,microRNA 514a-2,0,0,0,0,0,0
574518,ENSG00000207867,MIR514A3,microRNA 514a-3,0,0,0,0,0,0
57452,ENSG00000100626,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16,8407,7525,3599,9900,777,777
57453,ENSG00000177103,DSCAML1,DS cell adhesion molecule like 1,17521,13569,7208,5821,322,322
574537,ENSG00000271271,UGT2A2,UDP glucuronosyltransferase family 2 member A2,0,0,0,0,2,2
574538,ENSG00000249695,LOC574538,uncharacterized LOC574538,43,63,66,75,3,3
57455,ENSG00000079313,REXO1,RNA exonuclease 1 homolog,8798,9402,4758,10986,1162,1162
57456,ENSG00000163807,KIAA1143,KIAA1143,7904,7495,4989,4485,468,468
57458,ENSG00000057704,TMCC3,transmembrane and coiled-coil domain family 3,494,911,1674,4407,364,364
57459,ENSG00000143614,GATAD2B,GATA zinc finger domain containing 2B,37410,26983,18213,9451,800,800
5746,ENSG00000144407,PTH2R,parathyroid hormone 2 receptor,105,75,1120,1336,50,50
57460,ENSG00000111110,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H",2291,1740,2281,14637,503,503
57461,ENSG00000240682,ISY1,ISY1 splicing factor homolog,3893,6317,2489,2293,369,369
57462,ENSG00000164976,MYORG,myogenesis regulating glycosidase (putative),6961,8853,3040,7000,2004,2004
57463,ENSG00000181754,AMIGO1,adhesion molecule with Ig like domain 1,2544,2469,1657,4371,247,247
57464,ENSG00000128578,STRIP2,striatin interacting protein 2,404,1870,403,3085,386,386
57465,ENSG00000162065,TBC1D24,TBC1 domain family member 24,9067,9193,4094,5124,341,341
57466,ENSG00000156304,SCAF4,SR-related CTD associated factor 4,14298,13243,6349,5036,366,366
57467,ENSG00000010282,HHATL,hedgehog acyltransferase like,34,23,26,6303,1597,1597
57468,ENSG00000124140,SLC12A5,solute carrier family 12 member 5,3810,3969,3543,60332,1152,1152
57469,ENSG00000204851,PNMA8B,PNMA family member 8B,4779,5437,4100,39833,1527,1527
5747,ENSG00000169398,PTK2,protein tyrosine kinase 2,26665,30091,13517,25614,2616,2616
57470,ENSG00000130764,LRRC47,leucine rich repeat containing 47,12944,20323,8416,10224,776,776
57471,ENSG00000136541,ERMN,ermin,58,100,52,57997,3263,3263
57472,ENSG00000113300,CNOT6,CCR4-NOT transcription complex subunit 6,24910,24509,14422,3811,773,773
57473,ENSG00000196700,ZNF512B,zinc finger protein 512B,20192,24277,11758,9365,823,823
57474,ENSG00000188033,ZNF490,zinc finger protein 490,6200,7320,3791,1524,129,129
57475,ENSG00000054690,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1",9375,8016,4921,36739,1182,1182
57476,ENSG00000023171,GRAMD1B,GRAM domain containing 1B,5551,4015,3604,3098,200,200
57477,ENSG00000158352,SHROOM4,shroom family member 4,1854,1130,589,2595,130,130
57478,ENSG00000103404,USP31,ubiquitin specific peptidase 31,14595,10497,7836,10873,439,439
57479,ENSG00000126464,PRR12,proline rich 12,22776,22031,9238,10187,593,593
57480,ENSG00000120278,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,5263,9488,3319,2796,474,474
57481,ENSG00000250423,KIAA1210,KIAA1210,25,39,18,8,0,0
57482,ENSG00000109265,CRACD,capping protein inhibiting regulator of actin dynamics,61912,52585,32819,2958,274,274
57484,ENSG00000170153,RNF150,ring finger protein 150,5438,3630,3203,467,52,52
57486,ENSG00000123213,NLN,neurolysin,15124,8109,10352,4636,339,339
57488,ENSG00000117868,ESYT2,extended synaptotagmin 2,12037,10233,9550,15395,1798,1798
57489,ENSG00000122417,ODF2L,outer dense fiber of sperm tails 2 like,8892,7475,6350,4514,324,324
57491,ENSG00000286169,AHRR,aryl-hydrocarbon receptor repressor,322,590,290,970,79,79
57492,ENSG00000049618,ARID1B,AT-rich interaction domain 1B,37449,26792,15001,8319,864,864
57493,ENSG00000173706,HEG1,heart development protein with EGF like domains 1,19065,24241,6720,4837,1230,1230
57494,ENSG00000166532,RIMKLB,ribosomal modification protein rimK like family member B,41357,33370,22518,5146,1495,1495
57495,ENSG00000174145,NWD2,NACHT and WD repeat domain containing 2,1268,338,5362,3233,80,80
57496,ENSG00000186260,MRTFB,myocardin related transcription factor B,11619,7532,7137,29597,818,818
57497,ENSG00000156564,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,2997,1933,2521,2820,137,137
57498,ENSG00000134313,KIDINS220,kinase D interacting substrate 220,206200,180852,102653,24603,2032,2032
575,ENSG00000181790,ADGRB1,adhesion G protein-coupled receptor B1,12815,17857,8710,30646,5001,5001
57501,ENSG00000114656,CFAP92,cilia and flagella associated protein 92 (putative),217,272,104,133,9,9
57502,ENSG00000146938,NLGN4X,neuroligin 4 X-linked,8447,7941,7116,5416,722,722
57504,ENSG00000057935,MTA3,metastasis associated 1 family member 3,3867,3792,2366,2595,267,267
57505,ENSG00000124608,AARS2,"alanyl-tRNA synthetase 2, mitochondrial",7102,9889,3474,4315,527,527
57506,ENSG00000088888,MAVS,mitochondrial antiviral signaling protein,21629,22317,12839,9841,1801,1801
57507,ENSG00000168916,ZNF608,zinc finger protein 608,19421,16715,16947,3100,467,467
57508,ENSG00000108506,INTS2,integrator complex subunit 2,5400,5331,3365,2423,308,308
57509,ENSG00000129422,MTUS1,microtubule associated scaffold protein 1,9795,13687,4972,18627,1995,1995
57510,ENSG00000124571,XPO5,exportin 5,17317,21465,8798,4183,427,427
57511,ENSG00000133103,COG6,component of oligomeric golgi complex 6,4008,4794,3441,5362,603,603
57512,ENSG00000151025,GPR158,G protein-coupled receptor 158,497,509,693,14587,248,248
57513,ENSG00000177303,CASKIN2,CASK interacting protein 2,6996,9254,2527,7009,1354,1354
57514,ENSG00000031081,ARHGAP31,Rho GTPase activating protein 31,2062,2602,1176,3229,918,918
57515,ENSG00000111897,SERINC1,serine incorporator 1,84769,79756,68361,136060,10423,10423
57519,ENSG00000159433,STARD9,StAR related lipid transfer domain containing 9,9734,11940,8145,4894,425,425
57520,ENSG00000138411,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",6464,4229,2624,2576,120,120
57521,ENSG00000141564,RPTOR,regulatory associated protein of MTOR complex 1,8629,11239,4507,9105,861,861
57522,ENSG00000196935,SRGAP1,SLIT-ROBO Rho GTPase activating protein 1,52603,26094,24946,1595,376,376
57523,ENSG00000205978,NYNRIN,NYN domain and retroviral integrase containing,29460,36855,14137,1916,441,441
57524,ENSG00000167971,CASKIN1,CASK interacting protein 1,8297,7803,6018,36673,2509,2509
57526,ENSG00000165194,PCDH19,protocadherin 19,18994,8068,12830,3690,269,269
57528,ENSG00000183775,KCTD16,potassium channel tetramerization domain containing 16,668,331,704,1630,94,94
57529,ENSG00000243978,RTL9,retrotransposon Gag like 9,521,545,165,169,9,9
5753,ENSG00000101213,PTK6,protein tyrosine kinase 6,620,800,241,261,25,25
57530,ENSG00000143375,CGN,cingulin,1284,1443,729,953,93,93
57531,ENSG00000085382,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,8756,9830,5067,7216,468,468
57532,ENSG00000108256,NUFIP2,nuclear FMR1 interacting protein 2,25050,22686,11801,10529,1248,1248
57533,ENSG00000132405,TBC1D14,TBC1 domain family member 14,20132,21213,13094,4564,777,777
57534,ENSG00000101752,MIB1,mindbomb E3 ubiquitin protein ligase 1,35499,34493,13732,9461,1551,1551
57535,ENSG00000116299,ELAPOR1,endosome-lysosome associated apoptosis and autophagy regulator 1,8204,7899,4916,5167,231,231
57536,ENSG00000150477,KIAA1328,KIAA1328,3061,3589,1642,905,178,178
57537,ENSG00000184985,SORCS2,sortilin related VPS10 domain containing receptor 2,2326,2250,3184,8069,1444,1444
57538,ENSG00000136383,ALPK3,alpha kinase 3,1629,2728,1147,757,176,176
57539,ENSG00000118965,WDR35,WD repeat domain 35,8539,9878,4250,3183,513,513
5754,ENSG00000112655,PTK7,protein tyrosine kinase 7 (inactive),11788,15563,4910,1291,273,273
57540,ENSG00000204624,DISP3,dispatched RND transporter family member 3,28691,38843,10709,1694,363,363
57541,ENSG00000197024,ZNF398,zinc finger protein 398,8686,9844,6173,2297,171,171
57542,ENSG00000087448,KLHL42,kelch like family member 42,14837,14153,8968,13595,818,818
57544,ENSG00000087301,TXNDC16,thioredoxin domain containing 16,10095,8452,6246,4028,300,300
57545,ENSG00000048342,CC2D2A,coiled-coil and C2 domain containing 2A,6160,8344,3987,1604,596,596
57546,ENSG00000172840,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2,2707,2494,1266,1927,177,177
57547,ENSG00000197566,ZNF624,zinc finger protein 624,3258,4019,2256,723,104,104
57549,ENSG00000085552,IGSF9,immunoglobulin superfamily member 9,20543,27181,6993,42,9,9
57551,ENSG00000160551,TAOK1,TAO kinase 1,12580,7540,5793,936,222,222
57552,ENSG00000144959,NCEH1,neutral cholesterol ester hydrolase 1,409,276,470,15478,513,513
57553,ENSG00000243156,MICAL3,"microtubule associated monooxygenase, calponin and LIM domain containing 3",28564,30826,21109,17677,2194,2194
57554,ENSG00000033122,LRRC7,leucine rich repeat containing 7,17623,14365,9895,3073,167,167
57555,ENSG00000169992,NLGN2,neuroligin 2,51283,53295,26222,32583,3006,3006
57556,ENSG00000092421,SEMA6A,semaphorin 6A,23266,20707,10343,9462,669,669
57558,ENSG00000118369,USP35,ubiquitin specific peptidase 35,5151,4894,2416,3937,320,320
57559,ENSG00000138134,STAMBPL1,STAM binding protein like 1,1062,1105,632,3061,124,124
5756,ENSG00000151239,TWF1,twinfilin actin binding protein 1,8358,7952,5703,5156,941,941
57560,ENSG00000068885,IFT80,intraflagellar transport 80,9461,9570,5940,11287,672,672
57561,ENSG00000113369,ARRDC3,arrestin domain containing 3,27779,23709,14579,3746,500,500
57562,ENSG00000110318,CEP126,centrosomal protein 126,5858,3860,5360,4892,322,322
57563,ENSG00000145332,KLHL8,kelch like family member 8,8462,8823,8942,3020,167,167
57565,ENSG00000197705,KLHL14,kelch like family member 14,466,572,9409,216,22,22
57567,ENSG00000166188,ZNF319,zinc finger protein 319,5820,7126,3065,2129,321,321
57568,ENSG00000116991,SIPA1L2,signal induced proliferation associated 1 like 2,16648,20055,8022,8111,937,937
57569,ENSG00000137727,ARHGAP20,Rho GTPase activating protein 20,10562,6160,7469,4306,135,135
5757,ENSG00000187514,PTMA,prothymosin alpha,149346,185163,81977,38136,7077,7077
57570,ENSG00000126814,TRMT5,tRNA methyltransferase 5,6429,6169,3611,1916,273,273
57571,ENSG00000172508,CARNS1,carnosine synthase 1,77,114,107,51712,768,768
57572,ENSG00000130158,DOCK6,dedicator of cytokinesis 6,1541,2063,870,2383,774,774
57573,ENSG00000196263,ZNF471,zinc finger protein 471,10241,8360,5144,1472,381,381
57574,ENSG00000144583,MARCHF4,membrane associated ring-CH-type finger 4,26144,24727,17083,3461,275,275
57575,ENSG00000138650,PCDH10,protocadherin 10,11251,1967,24782,14489,1238,1238
57576,ENSG00000117245,KIF17,kinesin family member 17,171,521,468,5335,295,295
57577,ENSG00000163617,CCDC191,coiled-coil domain containing 191,3317,4696,1761,1249,221,221
57578,ENSG00000133958,UNC79,"unc-79 homolog, NALCN channel complex subunit",13059,11011,7343,5271,407,407
57579,ENSG00000082269,FAM135A,family with sequence similarity 135 member A,10165,8220,6216,4574,451,451
57580,ENSG00000124126,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",33149,47985,9461,27879,5186,5186
57582,ENSG00000107147,KCNT1,potassium sodium-activated channel subfamily T member 1,647,698,970,14749,726,726
57583,ENSG00000146433,TMEM181,transmembrane protein 181,17376,15208,11787,11919,910,910
57584,ENSG00000107863,ARHGAP21,Rho GTPase activating protein 21,101121,86405,45419,41642,4223,4223
57585,ENSG00000007545,CRAMP1,cramped chromatin regulator homolog 1,15792,17289,7972,4256,435,435
57586,ENSG00000019505,SYT13,synaptotagmin 13,24603,28231,25559,28529,829,829
57587,ENSG00000164323,CFAP97,cilia and flagella associated protein 97,13859,14192,8836,4438,724,724
57589,ENSG00000107036,RIC1,"RIC1 homolog, RAB6A GEF complex partner 1",6212,5568,3587,2960,389,389
57590,ENSG00000085449,WDFY1,WD repeat and FYVE domain containing 1,7503,10367,5640,6181,637,637
57591,ENSG00000196588,MRTFA,myocardin related transcription factor A,12168,12854,6190,10537,809,809
57592,ENSG00000143373,ZNF687,zinc finger protein 687,6288,7986,2657,4906,665,665
57593,ENSG00000088881,EBF4,EBF family member 4,8372,10003,6256,3240,691,691
57594,ENSG00000215271,HOMEZ,homeobox and leucine zipper encoding,1234,1625,704,1120,109,109
57595,ENSG00000067840,PDZD4,PDZ domain containing 4,98626,116335,65247,93995,11859,11859
57596,ENSG00000183092,BEGAIN,brain enriched guanylate kinase associated,3115,4328,2647,10103,1448,1448
57597,ENSG00000266074,BAHCC1,BAH domain and coiled-coil containing 1,15124,17635,10641,6614,549,549
57599,ENSG00000114742,WDR48,WD repeat domain 48,23050,24000,15737,9765,1510,1510
576,ENSG00000121753,ADGRB2,adhesion G protein-coupled receptor B2,59802,76712,24059,63492,4285,4285
57600,ENSG00000052795,FNIP2,folliculin interacting protein 2,11759,9706,7652,4224,228,228
57602,ENSG00000055483,USP36,ubiquitin specific peptidase 36,8103,8107,3800,3828,365,365
57604,ENSG00000250305,TRMT9B,tRNA methyltransferase 9B (putative),53789,42873,22815,4565,412,412
57605,ENSG00000090975,PITPNM2,phosphatidylinositol transfer protein membrane associated 2,5860,5448,4697,12081,1145,1145
57606,ENSG00000109171,SLAIN2,SLAIN motif family member 2,17076,15780,10141,3929,591,591
57608,ENSG00000165757,JCAD,junctional cadherin 5 associated,6556,6114,3334,8928,935,935
57609,ENSG00000066084,DIP2B,disco interacting protein 2 homolog B,25260,21830,12469,12888,1009,1009
57610,ENSG00000141084,RANBP10,RAN binding protein 10,9115,9849,4025,3787,371,371
57611,ENSG00000167178,ISLR2,immunoglobulin superfamily containing leucine rich repeat 2,112086,113803,65824,4998,184,184
57613,ENSG00000084444,FAM234B,family with sequence similarity 234 member B,8881,7971,7477,16900,697,697
57614,ENSG00000134444,RELCH,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",12600,12997,7668,7024,511,511
57615,ENSG00000229676,ZNF492,zinc finger protein 492,414,633,202,26,3,3
57616,ENSG00000121297,TSHZ3,teashirt zinc finger homeobox 3,29269,10432,17617,3374,304,304
57617,ENSG00000104142,VPS18,VPS18 core subunit of CORVET and HOPS complexes,5359,7643,3379,6459,474,474
57619,ENSG00000138771,SHROOM3,shroom family member 3,13845,18531,3763,2653,417,417
57620,ENSG00000109689,STIM2,stromal interaction molecule 2,10696,9740,4781,5399,583,583
57621,ENSG00000181472,ZBTB2,zinc finger and BTB domain containing 2,3953,5311,2224,1326,199,199
57622,ENSG00000128011,LRFN1,leucine rich repeat and fibronectin type III domain containing 1,5350,4336,3072,5322,284,284
57623,ENSG00000066827,ZFAT,zinc finger and AT-hook domain containing,2517,2231,1255,1226,100,100
